ID,Answer
1289,閾下刺激物與內隱記憶
1290,廣州話
1291,傑瑞·威斯特
1292,粳稻
1293,挪威
1294,1800個
1295,中國郵政集團公司
1296,金礪
1297,東德
1298,2013年有人口368011人
1299,
1300,1913年
1301,這所新院校的使命乎合土地撥贈法案的要求
1302,阿拉曼人
1303,洛杉磯快艇，是一支位於美國蓋瑞福尼亞州洛杉磯的[UNK]籃球隊，分屬於西區的太平洋組，主場為史坦波中心。球隊在1970年成立於水牛城，1978年遷至聖地牙哥，1984年再遷至現今的洛杉磯
1304,腓力五世爭議性地禪位予長子年僅十七歲
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,海因利希・弗格勒在靠近不萊梅的沃爾普斯韋德
1310,朱利烏斯·凱撒
1311,豫
1312,1919年
1313,1133515人
1314,文言文無法準確紀錄越南本民族語言
1315,排灣族
1316,牛津大學
1317,普選制度
1318,李承休
1319,2015年
1320,1969年
1321,民主黨
1322,水田
1323,
1324,488年
1325,病態賭徒
1326,全國人民代表大會
1327,外太空
1328,周敦頤
1329,雅爾達協定》
1330,瑞士
1331,1905年
1332,美國
1333,鐵
1334,拿破崙
1335,廣東省
1336,[UNK]
1337,羅馬法
1338,心理學
1339,希臘
1340,拉丁字母
1341,[UNK][UNK]條約
1342,
1343,外交獨立性
1344,24英吋克拉克望遠鏡
1345,生物質
1346,秘書處
1347,就地掩埋稻草，除不會製造空氣汙染外，尚可加強土壤的養份。據台灣農業改良會研究，在排水良好的稻田中，就地掩埋
1348,66種
1349,類比訊號
1350,漢族
1351,視錐細胞
1352,交通阻塞
1353,德國皇帝威廉二世
1354,政治局擴大會議
1355,法學部
1356,君士坦丁大帝
1357,美國國家草地網球聯盟
1358,1932年
1359,阿爾法
1360,鐵鉉
1361,外交手段
1362,1887年
1363,2008年
1364,畢達哥拉斯
1365,2010年
1366,1918年
1367,阿普伽新生兒評分
1368,魯宗之
1369,被明朝擊退
1370,大韓帝國
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,中國外長孫寶琦
1376,速度
1377,民國十八年
1378,飛盧峰
1379,一萬兌一比率
1380,10名
1381,東北停戰協定
1382,1996年
1383,1985年
1384,公元前1世紀
1385,顯示自己的獨立自主
1386,公元前三世紀
1387,車站
1388,1971年
1389,1997年
1390,默頓學院
1391,高雄西子灣
1392,越南
1393,1914年
1394,慫恿美國總統到訪廣島市
1395,2300多種
1396,對能源的需求持續增長
1397,女性
1398,40倍
1399,1953年
1400,白色
1401,1856年
1402,羅鳳
1403,反革命事件
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,東德建立了就業保障制度，且與西德
1407,1624年
1408,15%
1409,江青
1410,奈及利亞
1411,美國
1412,1979年
1413,聯星
1414,桑
1415,人文風情
1416,
1417,1973年
1418,無嗣失權
1419,南開中學
1420,科學家
1421,10萬人
1422,元惠宗
1423,佝[UNK]病
1424,南島語系
1425,
1426,哈雷彗星來臨
1427,獨裁政體是一種政府形式，由一個單一個人，或一個小群體，集中掌握了絶對的權力
1428,社會文化
1429,元代
1430,3766人
1431,限制性消化
1432,劉牢之
1433,伸展台模特兒
1434,兩層
1435,志費尼
1436,中國共產黨
1437,《鋼鐵是怎樣煉成的》
1438,2005年9月
1439,一時佳話
1440,錫克教
1441,1986年
1442,《西部開拓史
1443,百越族
1444,省級公園
1445,哈利里德
1446,伊斯蘭教
1447,
1448,明太祖建國
1449,
1450,阿內加達島
1451,低可偵測性
1452,外國不可能介入內戰
1453,南朝鮮
1454,古代查莫洛社會
1455,僱傭保險
1456,日本
1457,大學
1458,九龍灣設置總部，包括機電工程署總部大樓
1459,廣州
1460,佛教
1461,陳朝
1462,11000間
1463,有色人種
1464,約瑟普•布羅茲•狄托
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,石亭之戰
1468,《蘇蒙修好條約》
1469,主體史學
1470,心室底壁組織
1471,1662年
1472,1874年
1473,第二產業
1474,俄羅斯
1475,杜登
1476,[UNK]總能量
1477,社會主義市場經濟
1478,張議潮
1479,托列斯海峽
1480,正德十一年
1481,陳聖宗、陳興道率領的陳軍積極抵抗，並且瘟疫四竄
1482,法國
1483,赫爾德瓦爾
1484,孟加拉
1485,沙俄軍隊
1486,200萬立方公尺
1487,黑龍江
1488,2003年
1489,維多利中心
1490,新界原居民
1491,蔣中正
1492,大和國
1493,佛教
1494,人而對聲音頻率的分析
1495,有性生殖
1496,深入探討人與電腦、網路等科技產物關係
1497,為免兩國爆發戰爭
1498,巴塞隆納奧運
1499,鬍鬚狀
1500,阿拉巴馬州
1501,猴祭及女性的鋤草祭
1502,[UNK]-15戰鬥機
1503,拉辛格
1504,主要用作客車整備
1505,1980年
1506,1958年
1507,俄羅斯
1508,選擇標記
1509,路易斯一世
1510,《時代》雜誌
1511,極權主義
1512,斯特-立陶夫斯克條約
1513,路易十四
1514,蘇聯
1515,後燃器
1516,海布里球場
1517,東吳
1518,愛德華一世
1519,稻花沒有花瓣，也很難看到雄蕊雌蕊，它們都由稻花的內外穎保護著
1520,民國二年析思茅廳置普思沿邊行政總局，治今景洪市，隸滇南道。民國十六年
1521,經常被稱為大陸妹以及其他歧視情況而很不快樂
1522,獻縣張莊
1523,蓋茲
1524,陸秀夫
1525,東南亞資本
1526,
1527,《塘沽協定
1528,加爾
1529,1897年
1530,胡錦濤
1531,2003年3月4日
1532,關心人類價值和環境品質的人本主義
1533,新增決策局為發展局
1534,杭州[UNK]橋機場
1535,勃艮地人
1536,興登堡元帥建議在德國議會提出要「結束戰爭
1537,總督
1538,興王
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,全國重點文物保護單位，分別為許昌文峰塔
1543,忽必烈
1544,花垣縣
1545,
1546,惠金斯原理
1547,黑龍江
1548,麻省理工
1549,參議員
1550,2010年
1551,便於管理漢地，也於漢族四大世侯合作，逐漸鞏固了對河北、山西等地的治理
1552,喬托號
1553,公開表示願意在死後捐獻出遺體和器官
1554,烏里雅蘇臺將軍
1555,拿破崙為「社會主義皇帝」。聖西門主義
1556,1945年戰爭結束，於9月21日恢復西部標準時。1945年
1557,蔡[UNK]
1558,中國
1559,刑部大理寺狀》
1560,澳大利亞新南威爾斯州
1561,太陽運動
1562,聖方濟·沙勿略
1563,羅馬共和國時期
1564,細毛
1565,韓國
1566,錫克廟，建於1901年，並於1935年增建為現有規模，位於司徒拔道和皇后大道東交界。南固臺
1567,圖西族
1568,最後一次
1569,五個
1570,張三祿
1571,15世紀
1572,文藝喜劇片
1573,袁術
1574,高血壓
1575,劉裕
1576,《中國郵政集團公司章程》
1577,保護環境、推進生態環境健康
1578,城市物質形態
1579,環境保護主義
1580,773年
1581,懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,1970年代
1586,西班牙
1587,瑞士
1588,肌源性
1589,加拿大
1590,七個
1591,安定
1592,奧地利
1593,乾旱
1594,七卷
1595,新北市
1596,甲午戰爭
1597,普羅蒂奇辭職，中立的米倫科·韋斯尼奇接任。民主党進入政府，但社民黨就因為政府採取反共措施
1598,1910年
1599,西里爾字母
1600,1935年
1601,英華字典
1602,8.6%
1603,浙江海商
1604,巴西
1605,歐洲聯盟委員會
1606,天壇建築的主要設計思想就是要突出天空的遼闊高遠，以表現「天」的至高無上
1607,美國
1608,加加林
1609,七年戰爭
1610,100米
1611,咖啡因中毒
1612,國民政府
1613,漢江
1614,青光眼
1615,社會主義
1616,財務部
1617,2002年
1618,射擊斷續器
1619,5位
1620,芽孢炭疽桿菌
1621,1945年
1622,金代
1623,好萊塢的八大影業：米高梅
1624,1988年
1625,記錄」號
1626,英國
1627,耶穌會
1628,二戰
1629,鐵鉉
1630,
1631,義勇軍進行曲
1632,棉花
1633,卡洛·埃馬努埃萊一世
1634,
1635,中國領土
1636,先來後到的土地分配衝突
1637,分子雲
1638,勒拿河
1639,厄德
1640,古羅馬
1641,當時儒教興盛
1642,巴夏禮拒收
1643,克里斯蒂安四世
1644,無限制潛艇戰
1645,哈大客運專線
1646,韓國的主要植物有槭樹、[UNK]樹、楓樺、紫[UNK]、榆樹等。南部沿海和濟州島的植被是亞熱帶常綠闊葉林
1647,1947年
1648,普法戰爭
1649,奧東·德拉羅什
1650,約翰·莫根
1651,耐腐蝕性
1652,1852年
1653,咖啡因
1654,中國應該統一
1655,
1656,怯薛
1657,汪精衛
1658,體育部
1659,單斜棱晶體
1660,直系
1661,水牛城勇士
1662,孫中山
1663,七月二十四日
1664,賽丁泉天文台也有韓國的望遠鏡、新南威爾斯大學的拉山全球網路望遠鏡。在1990年，格林威治天文臺追蹤地球衛星的設備在運做了10年之後關閉。賽丁泉天文台
1665,殖民政策
1666,[UNK]染色體
1667,日本
1668,16世紀
1669,潮濕的大陸性氣候帶
1670,母細胞
1671,猶太人
1672,孟郊
1673,佩德納萊斯河，德克薩斯州石牆郡
1674,皖系軍閥
1675,楚州人
1676,1964年
1677,1967年
1678,主人
1679,哲布尊丹巴
1680,司馬休之
1681,將原「布政司署」改稱為「政府總部
1682,1861年2月9日
1683,3月19日
1684,漢字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,壓力
1688,武則天天授元年追封為「褒德王」，宋真宗大中祥符元年
1689,美利堅合眾國眾議院
1690,列支敦斯登
1691,盧安達法郎對美元的匯率為每680.48盧安達法郎
1692,皖浙贛獨立團
1693,德川家康
1694,經濟蕭條
1695,世族
1696,1853年
1697,福建閩南地區
1698,民國34年
1699,1270年
1700,飛控系統
1701,三個
1702,香山縣南朗翠亨村人。建立中華民國，廢除了中國數千年的君主體制，任中華民國
1703,俄羅斯，中國
1704,庄[UNK]
1705,江河級驅逐艦
1706,2015年
1707,8.37%
1708,研究占星術
1709,颶風
1710,世界氣象組織
1711,大秦
1712,海河流域
1713,旭烈兀
1714,700家
1715,中國溧陽茶葉節
1716,全市綠化比例高
1717,收到十二道金牌班師回朝
1718,澳大利亞
1719,燕京
1720,民國三十七年
1721,7980年
1722,1947年
1723,青島海軍基地
1724,姑臧
1725,日本各[UNK]鐵路公司的票務櫃臺
1726,周恩來
1727,波蘭進入戰時狀態
1728,過境時辦理簡單的手續，西方遊客
1729,視網膜神經節
1730,黎元洪
1731,宋美齡
1732,越南
1733,第二次世界大戰
1734,1961年
1735,
1736,陳誠
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,自由聯合關係
1743,未能
1744,英國
1745,它違反《憲法》、《立法法》、《行政處罰法》及中國簽署的國際人權條約，使公民的人身權利不經審判被剝奪，同時沒有救濟的渠道
1746,《劃一現行各道地方行政官廳組織令》
1747,漢玄菟郡
1748,1948年
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,副熱帶季風氣候區
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,《八篇書
1756,德軍
1757,比利時
1758,路易十四
1759,合作派
1760,思覺失調症
1761,倫敦煙霧事件
1762,七成
1763,1990年代
1764,阿弗剌昔牙卜
1765,24%
1766,高麗國
1767,後現代主義
1768,1828年
1769,丹尼爾·邁耶創造了「維基媒體」一詞來稱呼這一軟體，並在2003年8月開始逐步得到採用。由於這一名稱有意地相似於「媒體維基」一名，因而經常造成混淆
1770,興大學生會
1771,西安招待所
1772,公元前12年
1773,湯瑪斯傑佛遜
1774,安太歲習俗
1775,郵值標籤
1776,席哈克略皇帝
1777,1989年
1778,宙斯
1779,農耕節
1780,俄國革命
1781,制衡德軍，在該年7月初向索姆河一線與德軍爆發索姆河戰役，戰況更為慘烈
1782,李[UNK]
1783,開局
1784,敵我矛盾
1785,異物同名
1786,愷撒
1787,10
1788,會稽
1789,英國
1790,木星
1791,愛滋病毒
1792,1993年
1793,外蒙古
1794,張聞天
1795,花園城市
1796,法家
1797,五個
1798,通古斯地區過於偏遠
1799,安大略湖
1800,肉
1801,漢語
1802,劉駿
1803,峽谷河段，在赫爾德瓦爾附近進入恆河平原
1804,雙重匯率制度
1805,美國鳥類學家協會
1806,詹姆斯·史都華
1807,意識形態的原因，對私有財產的保護一直處於缺位的狀態，對個人所能擁有和支配的財產有嚴格的限制，從而使得建國初的所有制社會主義改造
1808,十六歲
1809,保護我方運用空權以及摧毀敵人使用空權之能力
1810,1928年
1811,5個
1812,[UNK]時的黑體輻射
1813,曼哈頓
1814,清咸豐年間
1815,法烏斯塔
1816,我們說相聲
1817,彌生人
1818,甲醇
1819,高句[UNK]
1820,牛隻列印問題
1821,英國
1822,隱遁鄉里，終生不願意出仕
1823,中國地質大學，簡稱地大，是一所中華人民共和國
1824,1591年
1825,1941年
1826,細胞核
1827,蒸汽膨脹
1828,俄國發生十月革命
1829,俄羅斯
1830,參與到以空前的高調呼籲對毛的個人崇拜的浪潮
1831,選舉人數超過三百萬
1832,1943年
1833,多倫多市
1834,文化變遷
1835,
1836,儒勒·凡爾納
1837,純的硫是黃色的晶體
1838,資產負債表
1839,德川家康
1840,日本
1841,2006年
1842,臺北縣政府因而對外徵求改制後的新市名，並舉行網路投票
1843,南·韓國
1844,1789年
1845,北德廣播交響樂團
1846,泰勒斯
1847,32.8%
1848,古斯塔夫·鮑爾
1849,鮑羅廷
1850,杜林
1851,金合歡
1852,13倍
1853,黃埔軍校
1854,《紅樓夢》
1855,1932年
1856,1970年
1857,雲南
1858,14世紀末至20世紀初
1859,電子郵票
1860,儒字
1861,曼努埃爾一世
1862,剛果民主共和國
1863,俄國
1864,成熟階段
1865,閉門思過
1866,梵語
1867,1950年代
1868,細菌在進行缺氧新陳代謝
1869,湯·韋迪加
1870,托木斯克州
1871,奧東·德拉羅什
1872,軍用航太
1873,20萬內地到香港定居的人士中，廣東就有11.5萬人
1874,
1875,腓特烈二世
1876,義大利
1877,2000年
1878,1932年
1879,傳統儒家思想
1880,路易-菲利普
1881,戈翁
1882,台北曲藝團
1883,《古魯·格蘭特·薩希卜
1884,1865年
1885,潘永和
1886,1924年
1887,德國財政局
1888,每人的平均月收入增幅為30%
1889,楊宇霆
1890,法國
1891,詹姆斯·史都華
1892,周恩來
1893,金礪進犯海澄
1894,環境污染
1895,泛綠
1896,國務會議
1897,洛厄爾天文台
1898,輪椅網球比賽
1899,三名
1900,關原之戰
1901,金門
1902,電氣化鐵路
1903,《資治通鑑
1904,2007年
1905,中華民國實業部
1906,1973年
1907,多倫多
1908,大學生的城市
1909,約翰·洛克菲勒
1910,1960年代末
1911,1596年
1912,埃德溫·哈勃
1913,阮攸
1914,海膽卵細胞受精作用
1915,議會制
1916,1981年
1917,東西伯利亞喇嘛教則例
1918,莫斯科
1919,五分之一
1920,德意志語言正字大詞典
1921,魔獸英雄傳
1922,南肯辛頓博覽會路
1923,渡假留香》
1924,日本
1925,美國硫酸是所有生產得最多的化合物
1926,德國
1927,水門事件
1928,中山
1929,閻錫山
1930,1997年
1931,托爾金
1932,龍興之地
1933,中國政府因開放市場的需要
1934,阿伊努人
1935,1937年
1936,五倍
1937,煤炭
1938,艾森豪
1939,3400萬
1940,單手反拍
1941,帕西瓦爾·洛厄爾
1942,二二八事件
1943,紅色
1944,澎湖
1945,亞硫酸
1946,理學
1947,1998年
1948,2016年11月
1949,
1950,1950年
1951,這項觀測因為高輻射的環境
1952,
1953,生物質
1954,1939年
1955,清朝末年
1956,安土桃山
1957,哲學原理研究
1958,2001年8月15日
1959,第六次全國人口普查
1960,加勒比海
1961,1455年
1962,鄧穎超
1963,很快成為文藝復興時期、巴洛克時期和新古典主義時期建築界的經典
1964,傳統音樂
1965,提防燕王謀反
1966,奧地利
1967,
1968,恢復市場的功能
1969,北非
1970,中華民國政府
1971,1834年
1972,淋巴液
1973,償命
1974,1901年
1975,十八歲
1976,近年亦有巧克力
1977,農歷新年
1978,穆罕默德·昔班尼
1979,音速巡航
1980,1312年
1981,1970年
1982,30℃
1983,以色列
1984,宦官
1985,兩個
1986,對日抗戰
1987,1989年
1988,阿忽台
1989,天文學家
1990,毛澤東
1991,美國
1992,國際非政府組織
1993,1991年
1994,中部科學園區
1995,台灣滾石唱片
1996,曹議金
1997,冷戰期間
1998,1928年
1999,收容遣送制度
2000,中國國民黨
2001,寂靜錢鍾書
2002,狄拉克
2003,金黃飽滿
2004,滿蒙獨立運動
2005,百濟，破其國都、殺百濟王，佔領漢江流域，國力達到極盛。這次劉宋沒有再派出水軍
2006,毛澤東
2007,質子-質子鏈反應
2008,劉少奇
2009,瑞士洛桑國際管理學院
2010,2007年
2011,著陸
2012,試圖使中華人民共和國的人權狀況與國際普便認可的標準接軌
2013,丹尼爾奧爾特加
2014,幾何學
2015,1998年1月1日
2016,《風之國度》
2017,蠻族事務局
2018,喀爾喀人
2019,首席的元老
2020,11世紀
2021,阿普列尤斯
2022,德國人、義大利人和來自東歐的猶太人
2023,光度
2024,美國政府援助，1979年12月國會通過克萊斯勒貸款法案
2025,省務會議
2026,1610年1月7日
2027,荷蘭
2028,喬治亞共和國
2029,1852年
2030,六四天安門事件
2031,衛星將地面基站
2032,通俗的
2033,恆星的半徑
2034,在伯利恆修道院，哭泣
2035,1948年
2036,1987年
2037,洪堡
2038,1847年
2039,唐睿宗
2040,1968年
2041,不動產
2042,寫首字母為「[UNK]·ㄎㄟ·ㄨㄞ」，被稱為韓國大學一片天。許多韓國政要都是[UNK]·ㄎㄟ·ㄨㄞ大學的校友。另外韓國科學技術院和浦項工科大學在國際上也享有很高的聲譽。韓國報刊有100餘年的歷史
2043,林肯總統
2044,養殖漢諾瓦馬、歐登堡馬和其他血統的馬是不少下薩克森邦人的業餘愛好
2045,元末民變
2046,
2047,上尉特別官佐
2048,1599年
2049,3個
2050,香港國際機場
2051,吸引選票
2052,段祺瑞
2053,普魯士
2054,高句麗
2055,內蒙古的德王試圖使內蒙古也獨立，還建立了實際上受日本人控制的傀儡政權蒙疆聯合自治政府
2056,溧陽
2057,
2058,林肯總統
2059,科什圖尼察
2060,80%
2061,婦女投票權
2062,500毫升
2063,古代
2064,民國四年
2065,蒙古人
2066,正德十一年
2067,閏盤
2068,印歐
2069,經濟學人智庫
2070,劉少奇
2071,得知蒙哥於南征南宋時去世的消息後，立即率大軍回師爭位
2072,瀧川
2073,
2074,電穿孔細胞
2075,義大利馬切拉塔
2076,2次
2077,1924年
2078,日本
2079,期貨，是一種跨越時間的交易方式。買賣雙方透過簽訂合約，同意按指定的時間、價格與其他交易條件，交收指定數量的現貨
2080,洋馬兒
2081,經濟的敗壞
2082,1米93
2083,彌次郎
2084,長者
2085,貨運列車
2086,對環境破壞傷害人民生活質量的再思考
2087,威廉·赫歇爾
2088,女性未婚人口比一度去到，香港女性的擇偶條件變得非常高，很多香港本土非逃港者
2089,柏拉圖
2090,教法
2091,塔蘭托戰役
2092,下納瓦拉
2093,阿爾卑斯山
2094,黃埔軍校
2095,1957年
2096,漢馬伏波
2097,一億光年
2098,1995年
2099,紅矮星
2100,日語
2101,阿爾法級別
2102,19世紀以前，高地德語還只是作為下薩克森邦的書面語。從19世紀
2103,草本
2104,涵元殿
2105,奧斯卡·赫特維希
2106,1971年
2107,漢諾瓦
2108,段祺瑞
2109,免疫
2110,民國18年
2111,人口
2112,1913年
2113,法國東部
2114,灣仔
2115,拉丁語
2116,美國
2117,畢達哥拉斯
2118,克勞德·莫奈和巴勃羅·畢加索
2119,世界的中心
2120,第53
2121,工業革命
2122,耶穌會士南格祿、李秀芳與艾方濟
2123,一次世界大戰時期
2124,安眠藥
2125,史坦波中心
2126,《科學怪人》
2127,林登·貝恩斯·詹森出生於佩德納萊斯河，德克薩斯州石牆郡的小農莊，他是五個孩子中最大的。他的父母小山繆·伊爾·詹森和利百加·貝恩斯育有三個女孩和兩個男孩：詹森
2128,美國的[UNK]-16
2129,泰國，在餐館用餐必須附加消費稅，在日本
2130,政司和部門之間加入「決策科」，負責制訂政策
2131,江蘇淮安
2132,劉裕
2133,中共中央副主席
2134,毒氣
2135,細胞膜
2136,普洱專區
2137,保險，保險費
2138,英國倫敦溫布頓
2139,國君身邊的齊泰和黃子澄
2140,2008年
2141,大島造船
2142,申城
2143,德川家
2144,河川
2145,岩石圈
2146,香港日治時期
2147,反托拉斯法
2148,1925年
2149,1926年成立
2150,德國
2151,亞熱帶
2152,
2153,日本
2154,
2155,漢語
2156,俄羅斯
2157,王藍
2158,南韓《朝鮮日報
2159,建興郡
2160,最低層
2161,漢字
2162,絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,緬甸
2166,
2167,京杭大運河全線貫通，從江南杭州來的大批漕船可直達大都城內的積水潭。積水潭
2168,羅曼努斯二世的兒子巴西爾二世和君士坦丁八世
2169,南奧塞提亞自治區
2170,浮動匯率制度
2171,農業
2172,秋天
2173,沙俄強行占領中國黑龍江以北、烏蘇里江以東大片領土
2174,漢馬伏波
2175,雲南省
2176,美國
2177,土地改革
2178,林邑王陽邁一世
2179,艾瑪·史東
2180,一大批來自原第三帝國東部的難民想要在這個地緣遼闊的邦找到棲身之地
2181,聯邦在內戰中取勝
2182,玉泉北路
2183,1789年
2184,280天
2185,旅遊業
2186,柏拉圖
2187,質學院
2188,2007年
2189,國家歷史文化名城
2190,維基媒體基金會
2191,一省
2192,道里根加河
2193,非婚生
2194,中山市
2195,最佳演唱團體獎
2196,正妻
2197,防火能力
2198,現代精神醫學
2199,機炮
2200,寧古塔副都統
2201,威尼斯雙年展
2202,接合
2203,第三心音
2204,李白
2205,世襲制度
2206,韓國海關
2207,奧地利
2208,2009年
2209,牛胃氣膨脹
2210,南源玉帶河三個源頭，均位於陝西省漢中市內。中源漾水河發源於寧強縣東北部，流程較短。南源玉帶河發源於寧強縣南部，長101公里。北源沮水
2211,吠陀梵語
2212,要正確地表示宇宙真實名相的真情實意，只能用「如」或「如如」來形容，意即「就是那樣子
2213,伸展台模特兒
2214,印第安納大學俱樂部
2215,雷達吸波收材料
2216,1960年
2217,2條國道高速公路通過，中山高速公路沿西緣
2218,農業
2219,東芝
2220,新北市
2221,川本芳昭
2222,伊斯蘭
2223,
2224,商業貿易
2225,要求進行民主選[UNK]
2226,2002年
2227,620年
2228,民國2年
2229,第一公民
2230,現代主義
2231,天主教
2232,美利堅聯盟國
2233,泰特里庫斯一世
2234,1949年
2235,1929年
2236,數學科幻
2237,心室底壁組織
2238,菲律賓
2239,湯瑪斯·勃蘭契特·瑞德
2240,周恩來
2241,
2242,[UNK]-51戰鬥機
2243,日本
2244,民國27年
2245,模擬別人的言行
2246,1897年
2247,李察·賓特利
2248,印尼
2249,民國十六年
2250,荊州
2251,甘迺迪政府學院
2252,不能
2253,克里米亞戰爭
2254,重慶機
2255,北京
2256,1945年
2257,清軍
2258,閉關鎖國
2259,1972年
2260,2013年
2261,史達林
2262,佳木斯
2263,1918年
2264,太陽
2265,雷達吸波收材料
2266,阿拉貢王國
2267,聯合國人權委員會
2268,庫里爾台大會
2269,氫
2270,頭
2271,賓夕法尼亞州大學
2272,環境污染
2273,穀類作物
2274,毛奇
2275,[UNK]染色體
2276,後代
2277,全球氣候
2278,王白駒
2279,
2280,第一心音和第二心音
2281,東晉
2282,噴射發動機
2283,道格拉斯
2284,玉米
2285,東羅馬帝國
2286,五個
2287,25年
2288,松花江
2289,夏洛特
2290,宋理宗
2291,哈雷彗星來臨時，曾有一群國際太空探測器被送去探測彗星系統，其中最重要的是歐洲太空總署非常成功的喬托號
2292,2017年
2293,南北韓高級別會談
2294,紅水河
2295,丹尼索瓦人
2296,斯芬·佩斯
2297,2001年
2298,大道東
2299,27千兆瓦
2300,副熱帶濕潤氣候
2301,1200萬名
2302,督憲
2303,1999年
2304,29.48萬人
2305,1998年
2306,林天宏
2307,烏干達
2308,12個
2309,阿速海
2310,路名為沿用科大在北京建校時所在位置的地名而來，為第一教學樓通往老北門的主幹道。道路兩旁栽種有日本晚櫻，故又俗稱櫻花大道
2311,焦爾達諾·布魯諾
2312,國際網球協會
2313,巴郡
2314,風刺
2315,一個官僚主義者階級
2316,刺史
2317,心臟
2318,1180年
2319,三歲
2320,嗜賭者自殺
2321,雷焦卡拉布里亞國家考古博物館
2322,阿克爾自治市
2323,香港人
2324,都市計劃
2325,義大利
2326,猶太人
2327,
2328,合肥
2329,第18
2330,金礪
2331,
2332,外國人
2333,孫中山
2334,金銀珠寶
2335,1919年
2336,1939年
2337,寄遞郵件貼用的郵資憑證。發送者為郵政服務付費的一種形式。發送者會將郵票貼在信件上，再由郵局蓋章銷值，以用於在郵件被寄出前，證明寄郵人已支付全部或部分傳遞費用
2338,
2339,加圖的演說文，繁榮於黃金時代，即共和國末期和屋大維
2340,漢江
2341,
2342,音樂
2343,《四十二章經》
2344,東哥特人、倫巴底人占領，並在後者統治期間，被劃分為公爵領地。773年，查理大帝將此占領。在之後的幾個世紀，杜林一直作為神聖羅馬帝國
2345,工業發展
2346,海因利希・弗格勒
2347,第4套
2348,景洪市
2349,憲法
2350,爭取陽光
2351,失落的故事集
2352,1918年
2353,1563米
2354,原始宗教
2355,第1區
2356,博物學
2357,杭州
2358,戰鬥機
2359,1970年
2360,威廉·馮特
2361,彰化市民代表會
2362,法國大革命
2363,明朝
2364,2014年
2365,朱德
2366,陳湯銘
2367,漢武帝時期
2368,1958年
2369,東經
2370,英籍工程師西排立
2371,主語+謂語+賓語
2372,
2373,雷射
2374,德國財政局
2375,1938年
2376,2014年
2377,香港紅燈區
2378,2007年
2379,法國
2380,先發制人入侵薩克森和波西米亞
2381,東德仍遭受著糖、咖啡之類的基本食物的短缺
2382,鞏固自己及子孫的統治
2383,蒙古語
2384,甲醇
2385,志費尼的《世界征服者史》中說一個故事，元太宗
2386,15625億日元
2387,印度教經文
2388,1230年
2389,918年
2390,北非作戰階段
2391,依法治國
2392,1987年
2393,工程化核酸酶
2394,金軍
2395,西德以1-0
2396,網球的球的狀況
2397,心球
2398,曹操
2399,40年
2400,2901.3平方公里
2401,新北市
2402,郭守時
2403,高等學校新生入學考試制度
2404,有強烈東北季風吹襲
2405,學習偉大領袖毛澤東
2406,19世紀
2407,檀君古朝鮮
2408,康熙帝
2409,最高人民會議
2410,清宣宗時代
2411,蒙漢兩元政治
2412,士兵
2413,三國史記
2414,四次
2415,林彪
2416,分工合作
2417,1972年
2418,錫克教
2419,慢病毒載體
2420,社會輿論
2421,1603年
2422,一分
2423,魯文佐里樹棲疣猴
2424,2005年
2425,噴射發動機
2426,新石器時代
2427,孔齊言
2428,古列爾莫·馬可尼
2429,1958年
2430,香港特別行政區政府部門及聯合國屬下的世界氣象組織
2431,通貨膨脹
2432,1804年
2433,香港政府一直至1970年代初依然是兩層架構，部門直接向布政司負責；布政司署
2434,35%
2435,天主教
2436,食品業
2437,1958年
2438,2010年
2439,柏樹林
2440,7920公里/小時
2441,仙台市
2442,史和平
2443,郵票會被打洞註銷
2444,黑河、呼瑪等地很早就以產金著稱。黑龍江地處東北亞中心地帶，交通運輸發達，現已形成了以哈爾濱
2445,1967年
2446,義和團事變
2447,混合苦膽的酒
2448,
2449,關島組織法
2450,2008年
2451,第五次調整
2452,彼得二世
2453,19世紀晚期
2454,商業貿易中徵收的關稅和貿易稅
2455,合不勒汗
2456,高句麗
2457,元朝
2458,15年
2459,
2460,巴納德
2461,量子光學
2462,糧食
2463,哈德遜河
2464,全國地圖正保御國繪圖
2465,民國3年6月24日
2466,投保人
2467,主序帶的階段
2468,坎貝爾式
2469,港島區
2470,1230年
2471,阿得雷德的去世
2472,《中華人民共和國憲法
2473,二十歲
2474,大滿貫男子單打比賽
2475,中村法道
2476,瓊山
2477,鐵穆爾
2478,391年
2479,
2480,1849年
2481,1260年
2482,13小時
2483,氦
2484,戰基處營區土地
2485,
2486,巴西爾二世
2487,黑死病
2488,第二次世界大戰
2489,卡胡盧伊
2490,硫的化合物是硫酸。硫酸
2491,氮化硫
2492,三屆
2493,1972年
2494,都市計劃
2495,角動量
